id_freelancer;id_trabajo;id_cliente;id_plataforma;Last_Name;Name;Fecha_inicio;Fecha_finalizacion;Job_Category;Platform;Experience_Level;Client_Region;Payment_Method;Job_Completed;Earnings_USD;Hourly_Rate;Job_Success_Rate;Client_Rating;Job_Duration_Days;Project_Type;Rehire_Rate;Marketing_Spend
92;516;516;516;Evans;Rachel;09/10/2023;10/05/2024;Graphic Design;Upwork;Beginner;UK;Mobile Banking;71;7882;6746;5132;34;55;Fixed;4428;158
93;517;517;517;Collins;Henry;15/07/2023;09/01/2024;SEO;Fiverr;Intermediate;Canada;PayPal;21;5425;5919;6882;379;61;Fixed;3908;39
94;518;518;518;Gonzalez;Betty;16/04/2023;24/09/2024;SEO;PeoplePerHour;Intermediate;UK;Crypto;213;452;9975;9053;308;32;Fixed;1168;154
95;519;519;519;Wright;Steven;15/12/2023;28/11/2024;SEO;Fiverr;Expert;Europe;Crypto;45;6617;9814;9936;395;46;Hourly;3348;35
96;520;520;520;Perry;Maria;23/11/2023;19/05/2024;SEO;Freelancer;Intermediate;Middle East;PayPal;119;4915;5612;5752;409;36;Hourly;224;380
97;521;521;521;Cole;Charles;05/04/2023;19/12/2024;SEO;Toptal;Expert;Asia;Mobile Banking;104;8196;4824;7971;346;18;Fixed;1689;246
98;522;522;522;Mitchell;Lori;09/08/2023;23/02/2025;Graphic Design;Freelancer;Intermediate;Asia;Bank Transfer;143;114;489;6904;493;74;Fixed;7697;3
99;523;523;523;Ward;Paul;25/06/2023;15/07/2024;App Development;Fiverr;Expert;Asia;PayPal;298;2287;4569;985;482;18;Hourly;5196;496
100;524;524;524;Gonzalez;Katie;19/03/2023;03/07/2024;Digital Marketing;Upwork;Expert;Canada;Bank Transfer;21;7820;5548;9211;444;12;Fixed;6101;373
101;525;525;525;Perez;Adam;23/02/2023;11/07/2024;Data Entry;PeoplePerHour;Beginner;Australia;Crypto;296;9191;3099;9192;407;72;Hourly;3208;452
102;526;526;526;Simmons;Shannon;19/08/2023;30/12/2024;SEO;Toptal;Beginner;Australia;PayPal;78;222;9304;7343;474;46;Fixed;3752;280
103;527;527;527;Brown;Daniel;17/12/2023;30/12/2024;SEO;Upwork;Beginner;Asia;Crypto;267;7985;5157;7074;326;55;Fixed;2658;350
104;528;528;528;Robinson;Lillian;24/03/2023;12/02/2025;Data Entry;Upwork;Beginner;Australia;Bank Transfer;20;2725;8499;6367;458;38;Hourly;1679;333
105;529;529;529;King;Robert;06/04/2023;18/04/2024;App Development;Freelancer;Expert;Middle East;Bank Transfer;18;9492;5015;5282;325;78;Fixed;2253;413
106;530;530;530;Johnson;Linda;18/06/2023;16/02/2025;Customer Support;Fiverr;Intermediate;Asia;PayPal;285;4055;7324;9324;459;2;Fixed;6583;430
1;531;531;531;Smith;James;18/04/2023;11/10/2024;Web Development;Freelancer;Beginner;USA;PayPal;8;6594;370;9065;355;9;Fixed;5743;248
2;532;532;532;Johnson;Mary;18/03/2023;25/04/2024;App Development;Fiverr;Beginner;Canada;PayPal;131;8879;6436;9999;475;5;Hourly;4829;11
3;533;533;533;Williams;John;18/04/2023;06/06/2024;Web Development;Freelancer;Beginner;Middle East;Crypto;10;998;5235;9983;489;19;Hourly;4326;282
4;534;534;534;Jones;Patricia;05/12/2023;20/10/2024;Data Entry;Upwork;Intermediate;Canada;Bank Transfer;133;1744;3988;7777;33;71;Fixed;7457;428
5;535;535;535;Brown;Robert;21/12/2023;13/02/2025;Digital Marketing;PeoplePerHour;Expert;Asia;Bank Transfer;236;4807;8875;8845;393;39;Fixed;1509;215
6;536;536;536;Miller;Jennifer;24/09/2023;01/05/2024;Customer Support;Fiverr;Beginner;Middle East;Crypto;199;6332;1571;9724;496;42;Fixed;2964;318
7;537;537;537;Davis;Michael;24/09/2023;18/01/2025;Web Development;Toptal;Beginner;Asia;PayPal;69;192;5126;9248;397;17;Fixed;345;310
8;538;538;538;Wilson;Linda;20/01/2023;07/11/2024;Data Entry;Toptal;Beginner;Middle East;Mobile Banking;107;6051;2347;6237;473;63;Hourly;6477;413
9;539;539;539;Moore;William;09/01/2023;04/07/2024;Content Writing;Upwork;Intermediate;Asia;PayPal;281;6702;868;7253;418;46;Hourly;7948;81
10;540;540;540;Taylor;Elizabeth;05/12/2023;02/09/2024;Data Entry;Freelancer;Beginner;USA;Mobile Banking;162;4631;2908;5646;375;20;Hourly;2685;13
11;541;541;541;Anderson;David;07/07/2023;15/01/2024;App Development;Freelancer;Beginner;Canada;Mobile Banking;228;5137;6518;977;357;70;Fixed;712;55
12;542;542;542;Thomas;Susan;23/05/2023;16/01/2024;Customer Support;Upwork;Intermediate;Middle East;Crypto;293;1510;2073;8031;341;8;Fixed;6814;402
13;543;543;543;Jackson;Richard;26/04/2023;27/09/2024;Customer Support;Toptal;Intermediate;USA;Bank Transfer;282;3937;4347;6143;452;19;Hourly;2573;341
14;544;544;544;White;Jessica;27/11/2023;07/07/2024;Data Entry;Toptal;Beginner;UK;Bank Transfer;186;8534;9044;8359;377;32;Fixed;3795;281
15;545;545;545;Harris;Charles;07/06/2023;08/01/2025;App Development;Freelancer;Beginner;Asia;Bank Transfer;8;9885;2078;8091;402;19;Fixed;3868;198
16;546;546;546;Martin;Sarah;21/04/2023;26/02/2024;Data Entry;Fiverr;Intermediate;Europe;Bank Transfer;219;887;680;6791;398;24;Hourly;7848;347
17;547;547;547;Thompson;Joseph;10/01/2023;27/01/2025;Customer Support;PeoplePerHour;Expert;Middle East;Crypto;221;9279;2443;5568;415;24;Fixed;2266;165
18;548;548;548;Garcia;Karen;13/06/2023;23/11/2024;Customer Support;Fiverr;Intermediate;Australia;Mobile Banking;213;5896;445;8358;473;56;Hourly;6594;452
19;549;549;549;Martinez;Thomas;05/10/2023;29/05/2024;Graphic Design;Toptal;Expert;USA;Bank Transfer;78;8513;5636;7602;496;81;Fixed;3339;291
20;550;550;550;Roberts;Nancy;03/05/2023;05/01/2024;Data Entry;Fiverr;Beginner;USA;Mobile Banking;231;2419;5984;8862;382;18;Fixed;6116;145
21;551;551;551;Clark;Christopher;12/09/2023;04/07/2024;SEO;PeoplePerHour;Beginner;Middle East;Crypto;97;9047;6224;7601;466;12;Fixed;394;440
22;552;552;552;Rodriguez;Betty;22/06/2023;19/03/2024;Data Entry;Fiverr;Expert;USA;PayPal;69;3224;6581;9261;453;41;Fixed;5049;77
23;553;553;553;Lewis;Daniel;07/07/2023;10/02/2024;Customer Support;Fiverr;Intermediate;UK;Crypto;14;6035;3082;776;415;87;Fixed;6828;111
24;554;554;554;Lee;Helen;28/02/2023;29/08/2024;Graphic Design;Fiverr;Beginner;USA;Bank Transfer;282;932;4313;7805;491;48;Hourly;6629;22
25;555;555;555;Walker;Paul;29/06/2023;08/01/2025;Graphic Design;Fiverr;Expert;Europe;PayPal;90;9073;855;9383;34;82;Hourly;7065;374
26;556;556;556;Hall;Sandra;03/12/2023;16/11/2024;Content Writing;Upwork;Intermediate;Europe;Crypto;30;3221;7803;7017;322;64;Fixed;1417;115
27;557;557;557;Allen;Mark;26/03/2023;06/10/2024;App Development;Toptal;Expert;Asia;Crypto;222;2090;8452;567;471;16;Fixed;5844;141
28;558;558;558;Young;Ashley;13/06/2023;14/03/2024;Digital Marketing;PeoplePerHour;Intermediate;Asia;Mobile Banking;99;6782;2393;5144;388;80;Hourly;198;479
29;559;559;559;King;Donald;31/10/2023;02/02/2025;Web Development;Toptal;Intermediate;Australia;Crypto;248;9836;2414;8776;469;23;Hourly;3911;196
30;560;560;560;Scott;Dorothy;18/06/2023;25/06/2024;Web Development;Upwork;Intermediate;UK;PayPal;111;6422;899;8102;479;86;Fixed;484;277
31;561;561;561;Green;George;08/05/2023;25/02/2024;Data Entry;Upwork;Intermediate;Europe;Crypto;252;9868;9719;852;312;39;Hourly;3819;27
32;562;562;562;Adams;Deborah;14/06/2023;21/11/2024;Content Writing;Upwork;Expert;Middle East;Bank Transfer;18;6035;8168;6065;477;33;Hourly;4637;298
33;563;563;563;Baker;Edward;08/01/2023;28/12/2024;Data Entry;Upwork;Expert;Canada;Mobile Banking;165;7612;3927;5682;39;24;Hourly;7976;75
34;564;564;564;Nelson;Helen;30/11/2023;11/01/2025;Web Development;Fiverr;Expert;Canada;PayPal;75;5950;5078;5073;402;61;Fixed;1947;17
35;565;565;565;Carter;Steven;15/12/2023;25/05/2024;App Development;Toptal;Expert;Canada;PayPal;156;8015;3274;6753;425;55;Hourly;5728;99
36;566;566;566;Mitchell;Emily;30/09/2023;18/09/2024;Customer Support;Freelancer;Expert;Asia;Crypto;79;5366;6174;795;485;61;Hourly;3772;478
37;567;567;567;Perez;Brian;03/02/2023;10/06/2024;App Development;PeoplePerHour;Intermediate;Middle East;Bank Transfer;219;8515;7314;6961;304;84;Hourly;1931;460
38;568;568;568;Roberts;Melissa;17/05/2023;12/04/2024;App Development;Upwork;Beginner;USA;Mobile Banking;55;639;475;7187;395;40;Hourly;2111;467
39;569;569;569;Evans;Jack;30/10/2023;05/06/2024;Graphic Design;Toptal;Beginner;Middle East;PayPal;147;8824;8799;9521;438;58;Fixed;7645;123
40;570;570;570;Gonzalez;Amy;25/06/2023;21/05/2024;Customer Support;Upwork;Expert;USA;Mobile Banking;40;5113;5412;6741;445;72;Hourly;7157;364
41;571;571;571;Nelson;Kevin;03/03/2023;11/01/2024;Digital Marketing;Upwork;Expert;Canada;Crypto;171;3683;187;757;439;74;Hourly;7349;291
42;572;572;572;Carter;Debra;24/03/2023;06/06/2024;Customer Support;Upwork;Beginner;Australia;Bank Transfer;240;2040;6412;8918;327;1;Hourly;7941;124
43;573;573;573;Morris;Andrew;18/11/2023;02/10/2024;Content Writing;Upwork;Intermediate;Australia;Crypto;264;6565;4891;6983;36;85;Fixed;2458;6
44;574;574;574;Wright;Stephanie;23/12/2023;07/05/2024;Graphic Design;Upwork;Expert;USA;Mobile Banking;196;1308;9389;811;372;25;Fixed;3488;22
45;575;575;575;Martinez;Joshua;31/03/2023;06/06/2024;Digital Marketing;PeoplePerHour;Intermediate;Canada;Crypto;206;2916;4223;9312;461;53;Fixed;5685;161
46;576;576;576;Hughes;Barbara;28/10/2023;11/03/2024;Content Writing;Toptal;Beginner;Middle East;Mobile Banking;266;3788;4327;9748;356;61;Hourly;4387;116
47;577;577;577;King;Frank;09/10/2023;10/03/2024;Content Writing;Upwork;Beginner;Australia;PayPal;189;621;6682;5735;342;46;Hourly;3929;369
48;578;578;578;Perez;Cynthia;18/05/2023;08/03/2024;Web Development;Upwork;Expert;USA;PayPal;162;8786;5506;9633;491;74;Hourly;3505;351
49;579;579;579;Young;Ryan;18/12/2023;17/05/2024;Graphic Design;Upwork;Intermediate;Middle East;Crypto;250;4272;4057;7461;302;60;Fixed;5156;20
50;580;580;580;Bennett;Rebecca;16/12/2023;04/02/2024;Content Writing;Upwork;Expert;Canada;PayPal;114;687;9903;6291;50;51;Hourly;5029;251
51;581;581;581;Cole;Benjamin;20/10/2023;16/11/2024;SEO;Fiverr;Beginner;UK;Mobile Banking;103;8282;3371;7296;435;73;Hourly;213;325
52;582;582;582;Bailey;Shirley;18/01/2023;11/01/2025;App Development;Fiverr;Intermediate;Canada;PayPal;245;4932;3137;990;466;84;Fixed;4302;463
53;583;583;583;Fisher;Edward;16/10/2023;01/01/2024;Content Writing;Freelancer;Expert;Asia;Bank Transfer;206;4442;8712;7463;359;48;Hourly;4874;482
54;584;584;584;Simmons;Dorothy;16/08/2023;06/10/2024;Digital Marketing;Upwork;Expert;Canada;Bank Transfer;126;9862;532;6644;303;84;Hourly;4992;430
55;585;585;585;Parker;Douglas;11/04/2023;24/04/2024;Web Development;Freelancer;Expert;Middle East;Crypto;121;3722;2412;8167;448;40;Fixed;2471;308
56;586;586;586;Robinson;Marie;28/01/2023;09/03/2024;Data Entry;PeoplePerHour;Beginner;Middle East;Crypto;100;9541;6109;6201;467;7;Fixed;6196;83
57;587;587;587;Evans;Peter;26/08/2023;05/11/2024;App Development;Freelancer;Expert;Europe;Crypto;238;7307;2043;5379;448;75;Fixed;1176;361
58;588;588;588;Gomez;Alice;01/06/2023;13/11/2024;Web Development;Toptal;Intermediate;Europe;Crypto;71;4761;9865;5644;329;85;Fixed;3484;40
59;589;589;589;Hernandez;Arthur;21/09/2023;26/09/2024;Data Entry;Fiverr;Expert;Middle East;Mobile Banking;222;5693;491;564;451;19;Fixed;6461;202
60;590;590;590;Cook;Sandra;09/10/2023;27/05/2024;Graphic Design;Fiverr;Beginner;Middle East;Mobile Banking;19;209;6175;576;454;15;Hourly;4947;415
61;591;591;591;Morris;Samuel;23/08/2023;08/05/2024;Graphic Design;Upwork;Expert;UK;Bank Transfer;277;9973;2024;5694;432;70;Fixed;2828;127
62;592;592;592;Diaz;Virginia;10/05/2023;26/08/2024;Content Writing;Upwork;Beginner;UK;Mobile Banking;223;5988;3249;8204;453;61;Hourly;5865;141
63;593;593;593;James;Jackie;02/08/2023;14/07/2024;SEO;PeoplePerHour;Beginner;Canada;PayPal;278;9974;6339;5909;469;56;Hourly;4972;343
64;594;594;594;Martinez;Jason;31/01/2023;16/03/2024;Graphic Design;PeoplePerHour;Intermediate;Asia;Bank Transfer;151;630;5721;6728;423;10;Fixed;6574;491
65;595;595;595;Taylor;Craig;14/09/2023;25/01/2025;Customer Support;Toptal;Intermediate;Australia;Crypto;156;8461;7951;9484;318;46;Fixed;6145;102
66;596;596;596;Allen;Ruth;04/02/2023;19/12/2024;Content Writing;Upwork;Expert;Asia;Crypto;19;7636;3058;737;398;80;Hourly;5271;106
67;597;597;597;Clark;Brenda;24/08/2023;26/06/2024;App Development;Upwork;Beginner;UK;Mobile Banking;88;4524;6709;8338;316;75;Hourly;4417;478
68;598;598;598;Adams;Doris;19/01/2023;21/07/2024;Web Development;PeoplePerHour;Beginner;Canada;Bank Transfer;196;9991;3264;5862;382;57;Hourly;1932;16
69;599;599;599;Lopez;Gary;10/06/2023;14/10/2024;Graphic Design;PeoplePerHour;Intermediate;Asia;Mobile Banking;45;7123;6074;5961;381;35;Fixed;2829;24
70;600;600;600;Walker;Jacqueline;11/10/2023;28/02/2024;Customer Support;PeoplePerHour;Intermediate;USA;Mobile Banking;265;9712;6248;5204;313;72;Hourly;3934;63
71;601;601;601;White;Louis;22/12/2023;13/07/2024;Web Development;Fiverr;Expert;Europe;Mobile Banking;140;5109;1657;5845;37;3;Fixed;5195;456
72;602;602;602;Young;Tammy;14/05/2023;17/08/2024;Web Development;Freelancer;Beginner;Asia;Bank Transfer;282;4378;5712;6393;322;66;Hourly;4596;341
73;603;603;603;Hernandez;Henry;28/05/2023;12/05/2024;SEO;Freelancer;Intermediate;Australia;Crypto;110;1444;613;5885;462;53;Hourly;3017;374
74;604;604;604;Hall;Susan;16/10/2023;04/10/2024;Graphic Design;Upwork;Expert;Canada;PayPal;11;971;5262;5444;49;78;Hourly;1045;236
75;605;605;605;Roberts;Donald;17/02/2023;15/07/2024;Web Development;Fiverr;Beginner;Asia;Crypto;34;2823;7126;5603;314;52;Fixed;4474;175
76;606;606;606;Miller;Christine;17/03/2023;17/05/2024;SEO;PeoplePerHour;Beginner;Middle East;Bank Transfer;130;4512;1192;7304;491;53;Fixed;2999;290
77;607;607;607;Nelson;Arthur;18/08/2023;22/05/2024;SEO;Upwork;Intermediate;USA;Crypto;83;4626;9418;6032;405;54;Hourly;6142;292
78;608;608;608;Evans;Teresa;12/09/2023;19/11/2024;Graphic Design;Fiverr;Expert;Europe;Crypto;71;3484;4858;6821;36;47;Hourly;1168;310
79;609;609;609;Allen;Douglas;11/03/2023;28/04/2024;SEO;Toptal;Intermediate;USA;PayPal;27;6783;9415;7517;315;3;Hourly;5094;400
80;610;610;610;Garcia;Albert;27/02/2023;28/04/2024;Graphic Design;Fiverr;Expert;Canada;Crypto;193;9360;152;8452;40;65;Fixed;759;155
81;611;611;611;Collins;Jack;18/03/2023;20/01/2024;Customer Support;Upwork;Beginner;UK;Crypto;78;1915;9524;5197;459;15;Fixed;2221;384
82;612;612;612;Russell;Martha;12/05/2023;21/12/2024;Graphic Design;Freelancer;Expert;Europe;Crypto;9;774;1537;8997;441;84;Fixed;4302;52
83;613;613;613;Ramirez;George;03/03/2023;29/11/2024;Data Entry;PeoplePerHour;Expert;USA;Mobile Banking;86;761;4884;814;31;86;Fixed;164;72
84;614;614;614;Parker;Judy;15/11/2023;21/02/2025;Web Development;Toptal;Expert;UK;Bank Transfer;29;7760;9411;5409;315;34;Fixed;538;182
85;615;615;615;Brooks;Dennis;26/06/2023;30/03/2024;Customer Support;Fiverr;Expert;Australia;Bank Transfer;268;5130;2711;9368;381;50;Hourly;4854;368
86;616;616;616;Watson;Barbara;24/01/2023;10/07/2024;Digital Marketing;Upwork;Expert;Canada;PayPal;6;440;83;9604;359;33;Hourly;3852;188
87;617;617;617;Burns;Daniel;21/11/2023;06/02/2024;Graphic Design;Upwork;Intermediate;Canada;Mobile Banking;282;9312;8035;5305;346;73;Hourly;465;12
88;618;618;618;Baker;Nancy;09/07/2023;22/02/2024;Web Development;PeoplePerHour;Expert;Europe;Mobile Banking;228;4537;6161;6384;356;3;Fixed;7276;46
89;619;619;619;Watson;Brandon;02/02/2023;28/04/2024;App Development;Upwork;Expert;USA;Crypto;76;8166;5382;9031;461;2;Hourly;2374;447
90;620;620;620;Harris;Patricia;28/08/2023;01/04/2024;SEO;Upwork;Beginner;Australia;Bank Transfer;72;6797;826;8741;486;4;Fixed;1158;159
91;621;621;621;Martinez;Victor;02/11/2023;09/03/2024;Content Writing;PeoplePerHour;Expert;Middle East;PayPal;98;6116;6706;5923;381;16;Fixed;7032;283
92;622;622;622;Evans;Rachel;05/11/2023;04/11/2024;Graphic Design;Toptal;Beginner;Europe;Mobile Banking;23;4544;213;6047;481;54;Hourly;504;52
93;623;623;623;Collins;Henry;18/07/2023;20/01/2024;SEO;Freelancer;Intermediate;Middle East;Crypto;132;3622;9346;6852;364;33;Hourly;7235;286
94;624;624;624;Gonzalez;Betty;13/01/2023;29/01/2024;SEO;Freelancer;Intermediate;Europe;PayPal;86;7819;7014;7423;395;9;Fixed;5179;7
95;625;625;625;Wright;Steven;07/03/2023;02/02/2025;SEO;Fiverr;Expert;USA;Mobile Banking;258;2361;7217;8091;345;57;Fixed;6671;71
96;626;626;626;Perry;Maria;24/05/2023;13/03/2024;SEO;Toptal;Intermediate;Australia;PayPal;225;6823;271;6845;428;40;Hourly;4008;379
97;627;627;627;Cole;Charles;28/08/2023;25/02/2025;SEO;Fiverr;Expert;USA;Mobile Banking;101;6955;8867;7313;496;52;Fixed;6249;97
98;628;628;628;Mitchell;Lori;07/03/2023;03/07/2024;Graphic Design;Freelancer;Intermediate;Canada;PayPal;56;3692;5608;8737;421;82;Fixed;7391;86
99;629;629;629;Ward;Paul;03/11/2023;15/08/2024;App Development;PeoplePerHour;Expert;Middle East;Mobile Banking;179;6388;8642;5183;372;16;Fixed;5005;329
100;630;630;630;Gonzalez;Katie;06/02/2023;08/08/2024;Digital Marketing;Upwork;Expert;UK;Mobile Banking;186;2659;3074;6262;43;8;Hourly;2265;100
101;631;631;631;Perez;Adam;12/12/2023;12/11/2024;Data Entry;Freelancer;Beginner;Asia;PayPal;119;9672;7677;8567;325;87;Fixed;2882;495
102;632;632;632;Simmons;Shannon;05/12/2023;19/11/2024;SEO;Toptal;Beginner;Canada;Mobile Banking;5;6290;5958;9476;478;60;Fixed;2391;280
103;633;633;633;Brown;Daniel;07/07/2023;11/12/2024;SEO;Freelancer;Beginner;Canada;Mobile Banking;67;7856;96;7558;401;36;Fixed;2728;370
104;634;634;634;Robinson;Lillian;23/11/2023;28/09/2024;Data Entry;Toptal;Beginner;Middle East;Mobile Banking;252;807;4351;7661;39;3;Fixed;3145;288
105;635;635;635;King;Robert;20/07/2023;04/02/2025;App Development;Toptal;Expert;Europe;PayPal;235;5136;2247;5536;417;15;Fixed;4886;236
106;636;636;636;Johnson;Linda;23/10/2023;05/12/2024;Customer Support;Toptal;Intermediate;Canada;PayPal;230;6270;3912;7237;425;82;Fixed;5116;195
1;637;637;637;Smith;James;01/10/2023;27/01/2024;Web Development;Fiverr;Beginner;Asia;Mobile Banking;23;9981;4142;7663;314;23;Fixed;3985;390
2;638;638;638;Johnson;Mary;17/06/2023;13/01/2024;App Development;PeoplePerHour;Beginner;Australia;Mobile Banking;35;5652;5012;6212;437;3;Hourly;5308;96
3;639;639;639;Williams;John;26/11/2023;02/08/2024;Web Development;Freelancer;Beginner;Canada;PayPal;125;9376;6203;6346;348;30;Hourly;1571;449
4;640;640;640;Jones;Patricia;17/01/2023;27/05/2024;Data Entry;PeoplePerHour;Intermediate;Australia;Crypto;28;6171;5924;6886;443;45;Hourly;1615;367
5;641;641;641;Brown;Robert;06/10/2023;13/08/2024;Digital Marketing;Upwork;Expert;USA;Mobile Banking;215;9006;87;510;465;17;Fixed;2203;429
6;642;642;642;Miller;Jennifer;13/06/2023;03/01/2024;Customer Support;Freelancer;Beginner;Europe;Crypto;165;2775;7632;661;461;58;Hourly;4627;95
7;643;643;643;Davis;Michael;13/03/2023;20/02/2025;Web Development;PeoplePerHour;Beginner;Australia;PayPal;259;3418;9517;6057;411;58;Hourly;2498;260
8;644;644;644;Wilson;Linda;08/02/2023;04/06/2024;Data Entry;PeoplePerHour;Beginner;Canada;Mobile Banking;63;3547;3812;6637;404;57;Fixed;2983;120
9;645;645;645;Moore;William;06/04/2023;04/10/2024;Content Writing;Upwork;Intermediate;Europe;Crypto;118;8224;2208;5599;329;7;Hourly;3802;365
10;646;646;646;Taylor;Elizabeth;20/08/2023;24/12/2024;Data Entry;Toptal;Beginner;Asia;PayPal;164;9914;563;9453;455;39;Fixed;6683;272
11;647;647;647;Anderson;David;26/07/2023;23/01/2024;App Development;Freelancer;Beginner;Europe;Crypto;224;5692;7197;7968;354;78;Fixed;1097;331
12;648;648;648;Thomas;Susan;06/03/2023;09/11/2024;Customer Support;Freelancer;Intermediate;Australia;Bank Transfer;173;8824;695;8396;399;58;Fixed;5546;51
13;649;649;649;Jackson;Richard;04/03/2023;07/06/2024;Customer Support;Upwork;Intermediate;Australia;PayPal;16;4816;6315;8946;357;56;Hourly;5682;395
14;650;650;650;White;Jessica;08/04/2023;15/08/2024;Data Entry;Toptal;Beginner;UK;Bank Transfer;246;4683;1889;7492;327;15;Fixed;6591;317
15;651;651;651;Harris;Charles;26/04/2023;17/03/2024;App Development;Freelancer;Beginner;UK;PayPal;143;1871;845;5435;426;44;Hourly;7529;162
16;652;652;652;Martin;Sarah;29/06/2023;26/02/2024;Data Entry;Freelancer;Intermediate;Europe;PayPal;101;1235;4543;7686;311;12;Fixed;1141;189
17;653;653;653;Thompson;Joseph;10/06/2023;02/03/2024;Customer Support;Freelancer;Expert;Middle East;Mobile Banking;151;1687;2604;7934;45;8;Fixed;2076;276
18;654;654;654;Garcia;Karen;11/11/2023;20/04/2024;Customer Support;Toptal;Intermediate;Middle East;Bank Transfer;186;7286;132;8727;364;80;Hourly;7203;84
19;655;655;655;Martinez;Thomas;04/02/2023;03/09/2024;Graphic Design;Upwork;Expert;UK;Bank Transfer;61;8430;4459;7158;30;41;Fixed;421;193
20;656;656;656;Roberts;Nancy;19/01/2023;26/10/2024;Data Entry;Freelancer;Beginner;Canada;Bank Transfer;46;1796;6371;5638;402;34;Hourly;4952;180
21;657;657;657;Clark;Christopher;13/03/2023;08/12/2024;SEO;PeoplePerHour;Beginner;USA;PayPal;203;5847;6821;6419;309;46;Fixed;5641;20
22;658;658;658;Rodriguez;Betty;10/10/2023;28/05/2024;Data Entry;Toptal;Expert;Europe;Bank Transfer;35;8139;9646;6815;355;88;Fixed;5753;398
23;659;659;659;Lewis;Daniel;26/08/2023;28/02/2025;Customer Support;Fiverr;Intermediate;USA;Bank Transfer;184;2670;1955;823;441;29;Fixed;7522;202
24;660;660;660;Lee;Helen;30/09/2023;13/07/2024;Graphic Design;Upwork;Beginner;UK;Mobile Banking;6;7647;9865;7854;313;16;Fixed;7979;201
25;661;661;661;Walker;Paul;29/11/2023;26/08/2024;Graphic Design;PeoplePerHour;Expert;Australia;Crypto;292;8052;6719;678;468;5;Fixed;6041;465
26;662;662;662;Hall;Sandra;09/07/2023;11/02/2024;Content Writing;Freelancer;Intermediate;Asia;Crypto;142;6157;4815;9933;301;5;Fixed;3011;150
27;663;663;663;Allen;Mark;06/06/2023;28/01/2024;App Development;Fiverr;Expert;Europe;Bank Transfer;109;9426;8938;8029;349;30;Fixed;7158;383
28;664;664;664;Young;Ashley;25/05/2023;13/12/2024;Digital Marketing;Upwork;Intermediate;UK;Bank Transfer;222;2843;7098;6186;448;50;Fixed;1345;158
29;665;665;665;King;Donald;09/07/2023;27/01/2025;Web Development;Toptal;Intermediate;Canada;Bank Transfer;226;2550;3813;5509;363;5;Hourly;2618;309
30;666;666;666;Scott;Dorothy;23/03/2023;26/11/2024;Web Development;Fiverr;Intermediate;Asia;Bank Transfer;109;8411;8899;5764;32;13;Hourly;7282;438
31;667;667;667;Green;George;23/07/2023;18/07/2024;Data Entry;Fiverr;Intermediate;Europe;Crypto;131;4975;6833;623;372;49;Hourly;2793;25
32;668;668;668;Adams;Deborah;20/03/2023;10/01/2025;Content Writing;PeoplePerHour;Expert;Europe;Mobile Banking;269;1130;7139;5803;354;89;Fixed;2545;308
33;669;669;669;Baker;Edward;23/05/2023;13/01/2024;Data Entry;Upwork;Expert;Middle East;PayPal;204;9505;9016;5933;469;50;Hourly;1967;65
34;670;670;670;Nelson;Helen;09/02/2023;23/05/2024;Web Development;PeoplePerHour;Expert;Australia;Bank Transfer;256;4914;476;6425;363;14;Hourly;7014;422
35;671;671;671;Carter;Steven;15/09/2023;09/08/2024;App Development;PeoplePerHour;Expert;Europe;Bank Transfer;19;4503;6741;5867;458;46;Fixed;450;262
36;672;672;672;Mitchell;Emily;11/04/2023;01/09/2024;Customer Support;Freelancer;Expert;Australia;Crypto;230;2298;7575;9484;478;82;Hourly;5724;471
37;673;673;673;Perez;Brian;23/10/2023;05/04/2024;App Development;Toptal;Intermediate;UK;Bank Transfer;109;1375;4812;5401;387;84;Fixed;2673;166
38;674;674;674;Roberts;Melissa;03/02/2023;21/12/2024;App Development;Fiverr;Beginner;Canada;Mobile Banking;237;3923;1293;7623;482;34;Hourly;6306;287
39;675;675;675;Evans;Jack;17/07/2023;02/02/2024;Graphic Design;Upwork;Beginner;Asia;Mobile Banking;223;1738;7829;7052;375;71;Hourly;632;153
40;676;676;676;Gonzalez;Amy;13/01/2023;26/06/2024;Customer Support;Toptal;Expert;Asia;Bank Transfer;281;3035;954;9912;493;47;Hourly;3188;342
41;677;677;677;Nelson;Kevin;31/05/2023;01/06/2024;Digital Marketing;Toptal;Expert;Canada;Crypto;265;2126;732;556;318;60;Hourly;3875;205
42;678;678;678;Carter;Debra;24/04/2023;20/10/2024;Customer Support;Upwork;Beginner;Europe;Bank Transfer;194;9771;9153;6989;437;74;Hourly;2468;412
43;679;679;679;Morris;Andrew;09/09/2023;01/04/2024;Content Writing;Toptal;Intermediate;Europe;Bank Transfer;202;1511;3796;9847;399;79;Fixed;7836;152
44;680;680;680;Wright;Stephanie;09/02/2023;05/05/2024;Graphic Design;Freelancer;Expert;UK;Crypto;281;9644;147;9328;378;81;Hourly;5519;183
45;681;681;681;Martinez;Joshua;26/09/2023;26/08/2024;Digital Marketing;Toptal;Intermediate;Middle East;Mobile Banking;43;122;2712;9085;427;11;Fixed;7542;158
46;682;682;682;Hughes;Barbara;10/12/2023;17/02/2024;Content Writing;Freelancer;Beginner;Middle East;PayPal;166;6080;5842;629;441;85;Hourly;3124;193
